freq,stk_flow,indic_fo,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,STK_OP,FAWS,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	389179.9 s	393320 s	391880.82 s	390914.4 s	391866.91 s	397425.46 s	402273.84 s	406489.32 s	415311.61 s	421032.79 s	427124.59 s	427449.44 s	428252.39 s	431300.78 s	433826.24 s	436299.94 s	437980.7 s	437577.17 s	440052.28 s	439059.46 s	439220.54 s	: 	: 
A,STK_OP,FAWS,THS_M3,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	140620.54 s	142036.56 s	143802.18 s	146367.1 s	148767.28 s	151259.83 s	153892.53 s	156555.99 s	157959.11 s	159925.77 s	162652.12 s	165033.24 s	167939.2 s	169378.7 s	171817.55 s	174378.53 s	176700.49 s	179382.93 s	181586.78 s	183607.77 s	184295.48 s	: 	: 
A,STK_OP,FAWS,THS_M3,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	798721.57 s	820804.71 s	841327.07 s	863170.06 s	885124.94 s	907022.33 s	929808.21 s	952973.07 s	977698.27 s	1000501 s	1026140.14 s	1050679.22 s	1067150.02 s	1084493.89 s	1102295.49 s	1121397.3 s	1138679.72 s	1146783.38 s	1155290.1 s	1160684.15 s	1167007.44 s	: 	: 
A,STK_OP,FAWS,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19641807.95 s	19866261.9 s	20196581.1 s	20513151.52 s	20813592.63 s	21100982.28 s	21485080.73 s	21744177.69 s	21940892.98 s	22216251.23 s	22607637.77 s	22876466.09 s	23434803.8 s	23451925.68 s	23789211.04 s	24001638.19 s	: 	: 	24492371.62 s	24601748.77 s	24714050.2 s	: 	: 
A,STK_OP,FAWS,THS_M3,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1736946.51 s	1759573.39 s	1780959.94 s	1805174.47 s	1828733.58 s	1852546.38 s	1879892.6 s	1904270.8 s	1921078.26 s	1946331.62 s	1984068.55 s	2009411.27 s	2046919.47 s	2086010.6 s	2118454.36 s	2151323.88 s	2182297.33 s	2209012.4 s	2233839.74 s	2251883.56 s	2277358.05 s	: 	: 
A,STK_OP,FAWS,THS_M3,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1958468.49 s	1913287.62 s	1967713.53 s	2023634.66 s	2080435.59 s	2131313.42 s	2187593.04 s	2242549.86 s	2301082.69 s	2361191.06 s	2390344.72 s	2449303.31 s	2857617.71 	2895931.27 	2952771.16 	2983321.18 	3019462.42 	3014399.3 	3032138.44 	3043272.09 	3079243.67 	3102373.25 ep	: 
A,STK_OP,FAWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	314952.42 s	319699.5 s	324164.63 s	328591.24 s	332879.93 s	337298.35 s	341545.88 s	345395.14 s	349506.23 s	353311.83 s	357413.16 s	361267.61 s	366982.02 s	372195 s	383820 	385361 	380456.8 	382837.2 	386769.3 	388738.5 	390408.9 	393158.8 	: 
A,STK_OP,FAWS,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	305118.4 s	307655.4 s	309775.92 s	311962.03 s	314588.38 s	317648.45 s	320460.34 s	323452.87 s	326984.73 s	331060.42 s	335709.11 s	339263.8 s	340082.56 s	341488.82 s	342914.96 s	344804.68 s	347248.79 s	348891.97 s	350732.23 s	350703.08 s	351160.38 s	: 	: 
A,STK_OP,FAWS,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47716.12 s	48984.17 s	50880.79 s	52708.69 s	54600.62 s	56731.7 s	58875.41 s	61800.73 s	64950.01 s	68916.64 s	72814.86 s	76420.29 s	78992.58 s	81909.04 s	80721.75 	85161.94 	89508.01 	93679.87 	97645 	101285 	104762.9 	: 	: 
A,STK_OP,FAWS,THS_M3,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	874340.16 s	900419.63 s	927484.47 s	956376.02 s	984659.59 s	1012931.24 s	1039670.18 s	1066868.23 s	1089985.29 s	1114715.11 s	1140495.72 s	1164660.87 s	1187756.5 s	1208602.11 s	1231529.75 s	1253790.95 s	1275228.54 s	1295622.89 s	1315696.13 s	1335761.67 s	1349476.73 s	: 	: 
A,STK_OP,FAWS,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	370892.26 s	378568.72 s	384846.86 s	390076.85 s	395136.39 s	400190.14 s	404841.84 s	409275.82 s	413224.24 s	418168.79 s	423329.24 s	426563.24 s	431390.84 s	436697.53 s	441915 	447615 	455218.73 	459984.18 s	464130.99 s	466992.01 s	474800 	: 	: 
A,STK_OP,FAWS,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27159.04 s	27593.96 s	28030.33 s	28482.43 s	28932.12 s	29419.16 s	29873.4 s	30279.63 s	30596.19 s	30925.43 s	30978.47 	31086.66 	31325.28 	31574.74 	31984.96 	32292.97 	32639.29 	33050.44 	33370.03 	33654.69 	34020.75 	34289.9 	: 
A,STK_OP,FAWS,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	504381.63 s	509765.63 s	517070.46 s	523445.64 s	530093.92 s	536841.61 s	543596.95 s	550053.68 s	557209.61 s	567085.06 s	576617.6 s	583668.1 s	587816.72 s	592033.8 s	596481.32 s	599991.47 s	604097.01 s	607880 s	611913.96 s	616284.72 s	618552.29 s	: 	: 
A,STK_OP,FAWS,THS_M3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	76448.99 	: 	: 	: 	: 
A,STK_OP,FAWS,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45226.63 s	46664.01 s	48283.33 s	49936.33 s	51462.1 s	52999.3 s	54443.14 s	55892.02 s	57251.55 s	58692.91 s	60246.21 s	61717.62 s	62901.23 s	64109.93 s	65090.55 s	65944.24 s	: 	: 	65671.51 s	65623.11 s	65359.55 	: 	: 
A,STK_OP,FAWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1006243 	1016024 	1027235 	: 	1033107 	1040589 	: 	: 
A,STK_OP,FAWS,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1893891.45 s	1936200.59 s	1980220.07 s	2022076.02 s	2062125.5 s	2098517.4 s	2135824.42 s	2172054.46 s	2203140.56 s	2238219.85 s	2273399.82 s	2305813.28 s	2334465.18 s	2363038.33 s	2373242.6 	2411948.5 	2449801.5 	2485184.5 	2513894 	2537467.3 	2548641 	2561084.8 	: 
A,STK_OP,FAWS,THS_M3,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106635.94 s	108852.81 s	111375.46 s	113690.21 s	114220.26 s	115010.58 s	114837.47 s	117212.94 s	119925.57 s	123063.22 s	126644.33 s	130046.84 s	133352.97 s	135881.71 s	138413.81 s	140877.37 s	142954.59 s	144014.21 s	144608.17 s	145088.6 s	145491.43 s	: 	: 
A,STK_OP,FAWS,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1289825.66 s	1307070.7 s	1325078.61 s	1341021.95 s	1355181.45 s	1368696.47 s	1384248.51 s	1401371.91 s	1416355.76 s	1433878.66 s	1563859.95 	1590764.42 	1620721.34 	1645109.97 	1680256.05 	1702511.56 	1721647.87 	1747445.23 	1765561.58 	1791713.6 	1821632.95 	1839057.76 	: 
A,STK_OP,FAWS,THS_M3,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2561128.12 s	2585854.1 s	2610765.64 s	2632133 s	2652975.68 s	2673481.79 s	2666259.15 s	2690095.47 s	2695939.71 s	2713072.7 s	2735571.27 s	2751953.11 s	2751237.09 s	2753458.46 s	2754737.16 s	2751220.08 s	2748269.71 s	2738257.71 s	2726723.68 s	2713391.05 s	2696289.49 s	: 	: 
A,STK_OP,FAWS,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	312550.64 s	318407.79 s	324310.67 s	330078.75 s	335210.28 s	340594.67 s	345890.32 s	350743.07 s	356217.18 s	361617.86 s	367195.05 s	372622.25 s	316019.13 	319012.66 	321977.63 	323038.82 	324162.76 	324973.98 	326804.95 	328054.18 	329863.82 	332524.87 	335326.21 
A,STK_OP,FAWS,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	427467.64 s	434067.5 s	440980.33 s	447435.32 s	454816.31 s	458482.23 s	465826.64 s	470236.14 s	473727.28 s	477193.78 s	480790.71 s	482786.55 s	485667.46 s	489121.59 s	495785.92 	497194 	499089.92 	501762 	501079 	502374 	503636 	504981 	: 
A,STK_OP,FAWS,THS_M3,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	611181 	618100 	624600 	630700 	630800 	: 	: 	: 	: 
A,STK_OP,FNAWS,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	692.87 p	803.16 p	853.4 p	708.29 p	717.26 p	908.84 p	1126.44 p	1160.84 p	1218.92 p	1179.56 p	1086.21 p	1036.09 p	1049.09 p	1008.01 p	781.62 p	730.65 p	1173.25 p
A,STK_OP,FNAWS,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	188.67 	223.44 	307.29 	366.09 	291.44 	292.46 	292.46 	8283.57 b	8438.49 	8866.96 	8999.9 	9157.89 	9301.56 	9446.77 	9612.95 	8786.69 	: 
A,STK_OP,FNAWS,MIO_EUR,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,STK_OP,FNAWS,MIO_EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	370 	377 	383.1 	389.75 	396.49 	403.23 	409.94 	416.63 	: 
A,STK_OP,FNAWS,MIO_EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,STK_OP,FNAWS,MIO_EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,STK_OP,FNAWS,MIO_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	638.35 	631.33 	634.05 	: 
A,STK_OP,FNAWS,MIO_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.91 	5.91 	6.69 	7.92 	8.73 	11.81 	13.84 	15.5 	18.92 	20.07 	15.31 	12.71 	: 
A,STK_OP,FNAWS,MIO_EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.07 	5.18 	5.31 	: 	: 
A,STK_OP,FNAWS,MIO_EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	892.53 	: 	: 
A,STK_OP,FNAWS,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2316.76 	2338.34 	2230.85 	2450.24 	: 	: 	13145.04 	: 
A,STK_OP,FNAWS,MIO_EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2925.12 	3176.62 	3138.64 	3254.8 	3610.54 	3668.35 	3720.48 	3754.23 	: 
A,STK_OP,FNAWS,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9347.24 	9475.54 	7794.02 	7657.37 	9075.23 	11033.14 	12871.25 	12862.4 	13046.99 	18660.78 	18568.07 	19024.04 	: 
A,STK_OP,FNAWS,MIO_EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	709.73 	718.99 	754.46 	659.11 	641.95 	656.72 	773.38 	669.77 	742.86 	738.8 	1065.3 
A,STK_OP,FNAWS,MIO_EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	422 	422 	428 	429 	434 	: 
A,STK_OP,FNAWS,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	692.87 p	803.16 p	853.4 p	708.29 p	717.26 p	908.84 p	1126.44 p	1160.84 p	1218.92 p	1179.56 p	1086.21 p	1036.09 p	1049.09 p	1008.01 p	781.62 p	730.65 p	1173.25 p
A,STK_OP,FNAWS,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	369 	437 	601 	716 	570 	572 	572 	16201 b	16504 	17342 	17602 	17911 	18192 	18476 	18801 	17185 	: 
A,STK_OP,FNAWS,MIO_NAC,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,STK_OP,FNAWS,MIO_NAC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	370 	377 	383.1 	389.75 	396.49 	403.23 	409.94 	416.63 	: 
A,STK_OP,FNAWS,MIO_NAC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,STK_OP,FNAWS,MIO_NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,STK_OP,FNAWS,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	628.48 	631.65 	633.54 	: 
A,STK_OP,FNAWS,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.91 	5.91 	6.69 	7.92 	8.73 	11.81 	13.84 	15.5 	18.92 	20.07 	15.31 	12.71 	: 
A,STK_OP,FNAWS,MIO_NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	311.64 	318.57 	327.36 	: 	: 
A,STK_OP,FNAWS,MIO_NAC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	892.53 	: 	: 
A,STK_OP,FNAWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20734.11 	21724.61 	20807.18 	23516.18 	: 	: 	133597 	: 
A,STK_OP,FNAWS,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12239.6 	13291.3 	13694.5 	13855.7 	15386.3 	15765.1 	16530.1 	17138.8 	: 
A,STK_OP,FNAWS,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39372.43 	40167.77 	34755.89 	33837.91 	40327.6 	49046.71 	57797.06 	58765.75 	60720.69 	88551.01 	89837.9 	93626.82 	: 
A,STK_OP,FNAWS,MIO_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	709.73 	718.99 	754.46 	659.11 	641.95 	656.72 	773.38 	669.77 	742.86 	738.8 	1065.3 
A,STK_OP,FNAWS,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	422 	422 	428 	429 	434 	: 
A,STK_OP,FNAWS,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56045.23 s	57046.7 s	59761.88 s	62287.38 s	64768.19 s	67278.74 s	30120 p	30533.71 p	30947.86 p	31362 p	31776 p	32190 p	32604.2 p	33018.4 p	33432.6 p	33846.8 p	34261 p	34544.25 p	34827.5 p	35110.75 p	35394 p	35927.21 p	36293.78 p
A,STK_OP,FNAWS,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	779.5 s	791.85 s	2313.67 s	3880.34 s	5477.59 s	7105.24 s	8758.22 s	9469.08 s	10199.79 s	10972.77 s	11797.31 s	12584.68 s	12645.98 s	12723.08 s	12744.31 s	12777.06 s	12807.16 s	12825.91 s	12816.97 s	12831.26 s	12853.85 s	: 	: 
A,STK_OP,FNAWS,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7610.11 s	7768.11 s	7939.77 s	8098.21 s	8257.02 s	8398.56 s	7688 	8395 	9102 	9810 	10957 	11224 	11411 	249055 b	253579 	258264 	255832 	259986 	264090 	268153 	272499 	232198 	: 
A,STK_OP,FNAWS,THS_M3,CH	18941.89 	18869.47 	18999.41 	19089.14 	19152.52 	19211.86 	19250.79 	19368.9 	19476.52 	19574.29 	19671.84 	19519.71 	19658.16 	19792.33 	19887.48 	19966.55 	20044.82 	20233.26 	20388.7 	20528.6 	20661.76 	20803.51 	20974.82 	21102.99 	21229.06 	21370.2 	21503.37 	21630.68 	21727.76 	21590.11 	21519.67 	21537.8 	21580.65 p
A,STK_OP,FNAWS,THS_M3,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4679.2 s	4840 s	4986.96 s	5135.36 s	5285.21 s	5436.52 s	5589.28 s	5788.55 s	5991.25 s	6197.39 s	6406.97 s	6620 s	6805.69 s	6992.54 s	7278 	7420 	7559.62 	7699.58 	7841.92 	7985.43 	8128.65 	8271.33 	: 
A,STK_OP,FNAWS,THS_M3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27862.93 s	28189.57 s	28524.56 s	28852.53 s	29148.67 s	29415.76 s	29697.86 s	40767.42 s	51882.83 s	63357.97 s	75122.46 s	86936.38 s	88951.82 s	91061.95 s	93174.23 s	95290.17 s	97323.63 s	100458.05 s	103335.97 s	105193.91 s	105841.07 s	: 	: 
A,STK_OP,FNAWS,THS_M3,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22838.57 s	23082.61 s	36921.74 s	51117.79 s	65537.1 s	80224.95 s	94674.19 s	107064.77 s	118342.35 s	131230.15 s	144765.59 s	158118.93 s	157740.28 s	157433.97 s	213308.55 	221240.15 	231128.58 	237772.79 	243892.45 	249772.19 	260874.67 	288913.71 	: 
A,STK_OP,FNAWS,THS_M3,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7204.79 s	7154.17 s	7297.01 s	7465.75 s	7622.36 s	7777.72 s	7827.1 s	7938.77 s	8034.19 s	8142.13 s	8259.16 s	8349.21 s	8549.19 s	8694.92 s	8805.08 s	8894.56 s	8969.49 s	8968.47 s	8728 	9714 	9888 	: 	: 
A,STK_OP,FNAWS,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34968.01 s	35340 s	36362.68 s	37428.38 s	38684.04 s	40420.17 s	42121.72 s	43790.91 s	46002.64 s	47922.07 s	49926.96 s	51284.7 s	54226.42 s	57512.26 s	60800.87 s	64152.1 s	67452.01 s	68738.7 s	70491.24 s	71700.17 s	73102.3 s	: 	: 
A,STK_OP,FNAWS,THS_M3,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12061.91 s	12183.38 s	12334.25 s	12553.66 s	12758.93 s	12972.1 s	13197.26 s	13425.3 s	13545.25 s	13713.51 s	13946.91 s	14150.69 s	14483.37 s	14691.81 s	14988.95 s	15299.31 s	15591.22 s	15827.91 s	16022.36 s	16200.69 s	16261.37 s	: 	: 
A,STK_OP,FNAWS,THS_M3,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67610.27 s	69479.56 s	71216.74 s	73065.71 s	74924.15 s	76777.72 s	78706.5 s	80667.36 s	82760.3 s	84690.51 s	86860.82 s	88938 s	90540.45 s	92223.64 s	93952.69 s	95799.85 s	97498.77 s	108718.02 s	120308.74 s	131891.43 s	143883.2 s	: 	: 
A,STK_OP,FNAWS,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1808290.52 s	1829362.2 s	1877850.21 s	1925570.59 s	1972611.16 s	2019622.85 s	2020626.51 s	2083461.57 s	2140470.16 s	2204396.35 s	2343454.7 s	2411608.83 s	2474317.53 s	2762289.85 s	2862683.63 s	2932905.9 s	: 	: 	3180293.07 s	3266202.1 s	3348013.51 s	: 	: 
A,STK_OP,FNAWS,THS_M3,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142936.22 s	144798.23 s	148505.36 s	152502.15 s	156499.96 s	160575.61 s	165018 s	175253.7 s	185031.83 s	195869.36 s	208302.97 s	219779.36 s	224818.13 s	230066.59 s	234615.45 s	239242.21 s	243688.22 s	246671.38 s	249443.75 s	251458.63 s	254303.26 s	: 	: 
A,STK_OP,FNAWS,THS_M3,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	124772.65 s	121894.21 s	122626.06 s	123305.04 s	123888.83 s	123978.67 s	124242.77 s	125406.13 s	126673.71 s	127928 s	127430.94 s	128449.76 s	149863.15 s	151872.44 s	154853.31 s	156455.46 s	158350.83 s	158085.3 s	159826.37 s	161467.13 s	163516.98 s	: 	: 
A,STK_OP,FNAWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26152.1 s	26546.28 s	27621.96 s	28716.57 s	29821.08 s	30959.29 s	32103.93 s	33227.98 s	34397.89 s	35558.45 s	36769.6 s	37976.39 s	35724.27 s	33378.81 s	30766 	30927 	38161.5 	38339.6 	36442.1 	36627.9 	36812.6 	36949.3 	: 
A,STK_OP,FNAWS,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19090.39 s	19249.12 s	19987.49 s	20740.76 s	21535.02 s	22372.49 s	23206.44 s	24005.94 s	24859.19 s	25769.57 s	26742.43 s	27645.16 s	28750.74 s	29918.7 s	31103.09 s	32345.84 s	33660.23 s	34946.85 s	36271.16 s	37414.79 s	38618.54 s	: 	: 
A,STK_OP,FNAWS,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6850.63 s	7032.68 s	7304.98 s	7567.41 s	7839.04 s	8145 s	8452.77 s	8612.05 s	8778.92 s	9028.58 s	9238.8 s	9383.19 s	10713.25 s	12184.79 s	16574.75 	17151.17 	17727.58 	18303.98 	18880 	19457 	20033.7 	: 	: 
A,STK_OP,FNAWS,THS_M3,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67119.92 s	69121.95 s	71199.11 s	73416.47 s	75587.13 s	77756.84 s	79808.87 s	81897.14 s	83672.16 s	85571 s	87550.53 s	89406.07 s	91179.45 s	92780.12 s	94540.64 s	96250.01 s	97896.17 s	99461.8 s	101002.77 s	102543.15 s	103596.02 s	: 	: 
A,STK_OP,FNAWS,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54403.84 s	55529.85 s	58017.82 s	60405.96 s	62821.49 s	65289.73 s	67744.89 s	71149.94 s	74555.27 s	78229.86 s	82044.01 s	85574.02 s	84722.55 s	83935.3 s	79357 	81273 	81826.89 	82711.11 s	83456.76 s	83971.21 s	84800 	: 	: 
A,STK_OP,FNAWS,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	410.96 s	417.54 s	424.15 s	430.99 s	437.79 s	445.16 s	452.04 s	458.18 s	462.97 s	467.95 s	283.53 	342.56 	350.74 	406.13 	415.61 	488.26 	499.54 	510.94 	573.75 	586.69 	599.76 	760.65 	: 
A,STK_OP,FNAWS,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42034.35 s	42483.04 s	42689.31 s	42808.76 s	42941.01 s	43071.52 s	43192.78 s	43591.22 s	44042.28 s	44704.79 s	45336.28 s	45769.21 s	46781.13 s	47809.78 s	48868.69 s	49861.67 s	50914.62 s	51635.51 s	52383.38 s	53166.15 s	53772.38 s	: 	: 
A,STK_OP,FNAWS,THS_M3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10124.71 	10350.04 	10635.55 	10862.71 	: 
A,STK_OP,FNAWS,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11306.66 s	11666 s	12070.83 s	12484.08 s	12865.52 s	13249.83 s	13610.79 s	13973 s	14312.89 s	14673.23 s	15061.55 s	15429.41 s	15540.67 s	15651.99 s	15702.12 s	15717.19 s	: 	: 	15463.49 s	15452.34 s	15391.07 	: 	: 
A,STK_OP,FNAWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118628 	120112 	122709 	: 	129534 	131448 	: 	: 
A,STK_OP,FNAWS,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77280.59 s	79007.02 s	80803.24 s	82511.18 s	84145.41 s	85630.39 s	87152.71 s	88631.08 s	89899.55 s	91330.97 s	92766.5 s	94089.13 s	95258.28 s	96424.21 s	95969.8 	98420 	99942.8 	101657.4 	104031.7 	107590.1 	107453.1 	107873.7 	: 
A,STK_OP,FNAWS,THS_M3,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20433.2 s	20857.98 s	22718.63 s	24626.18 s	26213.63 s	27909.6 s	29412.64 s	29639.5 s	29937.06 s	30323.83 s	30800.33 s	31213.14 s	32006.66 s	32613.59 s	33221.33 s	33812.62 s	34311.19 s	34565.51 s	34708.07 s	34823.38 s	34920.06 s	: 	: 
